abbreviation,fullName,chargedFormula
fucfuc12gal14acglcgalgluside_hs_e,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->1')-Cer,C72H130N2O31
fucfuc12gal14acglcgalgluside_hs_g,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->1')-Cer,C72H130N2O31
fucfuc132galacglcgal14acglcgalgluside_hs_c,"V3Fuc,III3Fuc-nLc6Cer",C86H153N3O41
fucfuc132galacglcgal14acglcgalgluside_hs_e,"V3Fuc,III3Fuc-nLc6Cer",C86H153N3O41
fucfuc132galacglcgal14acglcgalgluside_hs_g,"V3Fuc,III3Fuc-nLc6Cer",C86H153N3O41
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_c,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,C106H186N4O55
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,C106H186N4O55
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_g,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,C106H186N4O55
fucfucfucgalacglcgal14acglcgalgluside_hs_c,(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,C92H163N3O45
fucfucfucgalacglcgal14acglcgalgluside_hs_e,(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,C92H163N3O45
fucfucfucgalacglcgal14acglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,C92H163N3O45
fucfucgalacglc13galacglcgal14acglcgalgluside_hs_g,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,C100H176N4O51
fucfucgalacglcgal14acglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1,C86H153N3O41
fucfucgalacglcgalacglcgal14acglcgalgluside_hs_g,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C100H176N4O51
fucfucgalacglcgalgluside_hs_c,Leb glycolipid,C72H130N2O31
fucfucgalacglcgalgluside_hs_e,Leb glycolipid,C72H130N2O31
fucfucgalacglcgalgluside_hs_g,Leb glycolipid,C72H130N2O31
fucgal14acglcgalgluside_hs_c,Lacto-N-fucopentaosyl III ceramide,C66H120N2O27
fucgal14acglcgalgluside_hs_e,Lacto-N-fucopentaosyl III ceramide,C66H120N2O27
fucgal14acglcgalgluside_hs_g,Lacto-N-fucopentaosyl III ceramide,C66H120N2O27
fucgalacgalfuc12gal14acglcgalgluside_hs_g,alpha-Fuc-(1->2)-[alpha-Fuc-(1->2)-beta-Gal-(1->3)-alpha-GalNAc-(1->3)]-beta-Gal-(1->4)-beta-GlcNAc-(1->3)-beta-Gal-(1->4)-beta-Glc-(1<->1')-Cer,C86H153N3O41
fucgalacgalfucgalacglcgal14acglcgalgluside_hs_g,(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1,C100H176N4O51
fucgalacglc13galacglcgal14acglcgalgluside_hs_g,beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C94H166N4O47
fucgalacglcgal14acglcgalgluside_hs_g,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->1')-Cer,C80H143N3O37
fucgalacglcgalgluside_hs_g,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->4)-beta-D-Gal-(1->4)-beta-D-Glc-(1->1')-Cer,C66H120N2O27
fucgalfucgalacglcgalgluside_hs_c,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,C78H140N2O36
fucgalfucgalacglcgalgluside_hs_e,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,C78H140N2O36
fucgalfucgalacglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,C78H140N2O36
fucgalgbside_hs_c,fucosyl galactosylgloboside,C72H130N2O32
fucgalgbside_hs_e,fucosyl galactosylgloboside,C72H130N2O32
fucgalgbside_hs_g,fucosyl galactosylgloboside,C72H130N2O32
fum_c,fumarate(2-),C4H2O4
fum_e,fumarate(2-),C4H2O4
fum_m,fumarate(2-),C4H2O4
g1m6masnB1_g,glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),C68H112N4O52
g1m6masnB1_r,glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),C68H112N4O52
g1m7masnB_g,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",C74H122N4O57
g1m7masnB_r,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",C74H122N4O57
g1m7masnC_g,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",C74H122N4O57
g1m7masnC_r,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",C74H122N4O57
g1m8masn_g,(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),C80H132N4O62
g1m8masn_r,(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),C80H132N4O62
g1m8mpdol_L_r,"alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",C96H164N2O67P2
g1m8mpdol_U_r,alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol,C96H164N2O67P2
g1p_c,alpha-D-glucose 1-phosphate(2-),C6H11O9P
g1p_e,alpha-D-glucose 1-phosphate(2-),C6H11O9P
g2m8masn_g,(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),C86H142N4O67
g2m8masn_r,(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),C86H142N4O67
g2m8mpdol_L_r,"(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",C102H174N2O72P2
g2m8mpdol_U_r,(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol,C102H174N2O72P2
g3m8masn_g,(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),C92H152N4O72
g3m8masn_r,(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),C92H152N4O72
g3m8mpdol_L_r,"(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",C108H184N2O77P2
g3m8mpdol_U_r,(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol,C108H184N2O77P2
g3p_c,glyceraldehyde 3-phosphate(2-),C3H5O6P
g3pc_c,choline alfoscerate,C8H20NO6P
g6p_c,D-glucopyranose 6-phosphate(2-),C6H11O9P
g6p_r,D-glucopyranose 6-phosphate(2-),C6H11O9P
ga1_hs_g,gibberellin A1(1-),C60H110N2O23
ga2_hs_g,GA2,C54H100N2O18
gacpail_hs_c,N-acetyl-D-glucosaminylphosphatidylinositol,C63H120NO18P
gacpail_hs_r,N-acetyl-D-glucosaminylphosphatidylinositol,C63H120NO18P
gal14acglcgalgluside_hs_g,beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,C60H110N2O23
gal1p_c,alpha-D-galactose 1-phosphate(2-),C6H11O9P
gal_c,D-galactose,C6H12O6
gal_e,D-galactose,C6H12O6
gal_l,D-galactose,C6H12O6
galacgalfuc12gal14acglcgalgluside_hs_g,alpha-D-GalNAc-(1->3)-[alpha-L-Fuc-(1->2)]-beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-alpha-D-Gal-(1->4)-beta-D-Gal-(1->4)-beta-D-Glc-(1->1')-Cer,C80H143N3O37
galacgalfucgalacglcgal14acglcgalgluside_hs_g,(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,C94H166N4O47
galacglc13galacglcgal14acglcgalgluside_hs_g,nLc8Cer,C88H156N4O43
galacglcgal14acglcgalgluside_hs_g,beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C74H133N3O33
galacglcgalacglcgal14acglcgalgluside_hs_g,beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C88H156N4O43
galacglcgalgbside_hs_c,Gal-GlcNAc-Gal globoside,C80H143N3O38
galacglcgalgbside_hs_e,Gal-GlcNAc-Gal globoside,C80H143N3O38
galacglcgalgbside_hs_g,Gal-GlcNAc-Gal globoside,C80H143N3O38
galacglcgalgluside_hs_g,Lc4Cer,C60H110N2O23
galfuc12gal14acglcgalgluside_hs_c,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,C72H130N2O32
galfuc12gal14acglcgalgluside_hs_e,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,C72H130N2O32
galfuc12gal14acglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,C72H130N2O32
galfucgalacglcgal14acglcgalgluside_hs_c,(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,C86H153N3O42
galfucgalacglcgal14acglcgalgluside_hs_e,(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,C86H153N3O42
galfucgalacglcgal14acglcgalgluside_hs_g,(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,C86H153N3O42
galfucgalacglcgalgluside_hs_g,alpha-D-Galp-(1->3)-[alpha-L-Fucp-(1->2)]-beta-D-Galp-(1->3)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->1')-Cer,C72H130N2O32
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_c,alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-[alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C112H196N4O61
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-[alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C112H196N4O61
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_g,alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-[alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C112H196N4O61
galgalgalthcrm_hs_c,Gal-Gal-Gal-Gal-Gal-Glc-Cer,C70H127NO33
galgalgalthcrm_hs_e,Gal-Gal-Gal-Gal-Gal-Glc-Cer,C70H127NO33
galgalgalthcrm_hs_g,Gal-Gal-Gal-Gal-Gal-Glc-Cer,C70H127NO33
galgalthcrm_hs_g,Gal-Gal-Gal-Gal-Glc-Cer,C64H117NO28
galgbside_hs_g,beta-D-Galp-(1->3)-beta-D-GalpNAc-(1->3)-alpha-D-Galp-(1->4)-beta-D-Galp-(1->4)-beta-D-Glcp-(1<->1')-Cer,C66H120N2O28
galgluside_hs_c,beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-acylsphingosine,C46H87NO13
galgluside_hs_g,beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-acylsphingosine,C46H87NO13
galgluside_hs_l,beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-acylsphingosine,C46H87NO13
galside_hs_c,N-acyl-beta-D-galactosylsphingosine,C40H77NO8
galside_hs_e,N-acyl-beta-D-galactosylsphingosine,C25H46NO8R
galside_hs_g,N-acyl-beta-D-galactosylsphingosine,C40H77NO8
galside_hs_l,N-acyl-beta-D-galactosylsphingosine,C40H77NO8
galside_hs_n,N-acyl-beta-D-galactosylsphingosine,C25H46NO8R
galside_hs_r,N-acyl-beta-D-galactosylsphingosine,C40H77NO8
galt_c,galactitol,C6H14O6
galthcrm_hs_g,Gal-Gal-Gal-Glc-Cer,C58H107NO23
gam6p_c,D-glucosamine 6-phosphate,C6H13NO8P
gam_c,D-glucosamine,C6H14NO5
gam_e,D-glucosamine,C6H14NO5
gar_c,N(1)-(5-phospho-D-ribosyl)glycinamide(1-),C7H14N2O8P
gbside_hs_c,N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,C60H110N2O23
gbside_hs_e,N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,C60H110N2O23
gbside_hs_g,N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,C60H110N2O23
gbside_hs_l,N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,C60H110N2O23
gcald_c,glycolaldehyde,C2H4O2
gcald_m,glycolaldehyde,C2H4O2
gchola_c,glycocholate,C26H43NO6
gchola_e,glycocholate,C26H43NO6
gchola_x,glycocholate,C26H43NO6
gd1a_hs_g,alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-acetylneuraminosyl-(2->3)]-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphingosine,C82H144N4O39
gd1b2_hs_c,GD1beta,C82H142N4O39
gd1b2_hs_e,GD1beta,C82H142N4O39
gd1b2_hs_g,GD1beta,C82H142N4O39
gd1b_hs_g,GD1b,C82H142N4O39
gd1c_hs_c,GD1c,C82H142N4O39
gd1c_hs_e,GD1c,C82H142N4O39
gd1c_hs_g,GD1c,C82H142N4O39
gd2_hs_g,beta-GalNAc-(1->4)-[alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->3)]-beta-Gal-(1->4)-beta-Glc-(1<->1')-Cer,C76H134N4O34
gd3_hs_c,alpha-N-acetylneuraminosyl-(2->8)-alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide,C68H121N3O29
gd3_hs_g,alpha-N-acetylneuraminosyl-(2->8)-alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide,C68H121N3O29
gdp_c,GDP(3-),C10H12N5O11P2
gdp_e,GDP(3-),C10H12N5O11P2
gdp_g,GDP(3-),C10H12N5O11P2
gdp_m,GDP(3-),C10H12N5O11P2
gdp_n,GDP(3-),C10H12N5O11P2
gdpddman_c,GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-),C16H21N5O15P2
gdpfuc_c,GDP-L-fucose(2-),C16H23N5O15P2
gdpfuc_g,GDP-L-fucose(2-),C16H23N5O15P2
gdpmann_c,GDP-alpha-D-mannose(2-),C16H23N5O16P2
ggdp_c,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3-)",C20H33O7P2
ggn_c,"primed glycogenin (glycogenin-8[1,4-Glc])",C1779H3237N455O877S14
glac_c,"D-glucurono-6,3-lactone",C6H8O6
glac_m,"D-glucurono-6,3-lactone",C6H8O6
glac_r,"D-glucurono-6,3-lactone",C6H8O6
glc1man_g,alpha-D-glucosyl-(1->3)-beta-D-mannose,C12H22O11
glc2man_g,"(2)[glucose-1,3]-mannose oligosaccharide",C18H32O16
glc3man_g,"glucose-1,2-(2)[glucose-1,3]-mannose oligosaccharide",C24H42O21
glc_D_c,D-glucopyranose,C6H12O6
glc_D_e,D-glucopyranose,C6H12O6
glc_D_g,D-glucopyranose,C6H12O6
glc_D_l,D-glucopyranose,C6H12O6
glc_D_r,D-glucopyranose,C6H12O6
glcn_c,D-gluconate,C6H11O7
glcr_c,D-glucarate(2-),C6H8O8
glcr_m,D-glucarate(2-),C6H8O8
glcur1p_c,1-phospho-alpha-D-glucuronic acid,C6H8O10P
glcur_c,D-glucuronate,C6H9O7
glcur_e,D-glucuronate,C6H9O7
glcur_l,D-glucuronate,C6H9O7
glcur_r,D-glucuronate,C6H9O7
glgchlo_e,beta glucan-glycocholate complex,C1200026H2200043NO1100006
gln_L_c,L-glutamine,C5H10N2O3
gln_L_e,L-glutamine,C5H10N2O3
gln_L_l,L-glutamine,C5H10N2O3
gln_L_m,L-glutamine,C5H10N2O3
gltcho_e,beta glucan-taurocholic acid complex,C1200026H2200045NO1100007S
gltdechol_e,beta glucan-taurodeoxycholic acid complex,C1200026H2200044NO1100006S
glu5p_m,L-gamma-glutamyl phosphate(2-),C5H8NO7P
glu5sa_m,L-glutamic 5-semialdehyde,C5H9NO3
glu_L_c,L-glutamate(1-),C5H8NO4
glu_L_e,L-glutamate(1-),C5H8NO4
glu_L_l,L-glutamate(1-),C5H8NO4
glu_L_m,L-glutamate(1-),C5H8NO4
glu_L_r,L-glutamate(1-),C5H8NO4
gluala_e,L-gamma-glutamyl-L-alanine,C8H13N2O5
glucys_c,L-gamma-glutamyl-L-cysteinate(1-),C8H13N2O5S
gluside_hs_c,D-glucosyl-N-acylsphingosine,C40H77NO8
gluside_hs_g,D-glucosyl-N-acylsphingosine,C40H77NO8
gluside_hs_l,D-glucosyl-N-acylsphingosine,C40H77NO8
gluside_hs_r,D-glucosyl-N-acylsphingosine,C40H77NO8
glutcoa_c,glutaryl-CoA(5-),C26H37N7O19P3S
glutcoa_m,glutaryl-CoA(5-),C26H37N7O19P3S
glx_c,glyoxylate,C2HO3
glx_m,glyoxylate,C2HO3
glx_x,glyoxylate,C2HO3
gly_c,glycine,C2H5NO2
gly_e,glycine,C2H5NO2
gly_l,glycine,C2H5NO2
gly_m,glycine,C2H5NO2
gly_x,glycine,C2H5NO2
glyald_c,D-glyceraldehyde,C3H6O3
glyald_m,D-glyceraldehyde,C3H6O3
glyb_c,glycine betaine,C5H11NO2
glyb_e,glycine betaine,C5H11NO2
glyb_m,glycine betaine,C5H11NO2
glyc3p_c,sn-glycerol 3-phosphate(2-),C3H7O6P
glyc3p_e,sn-glycerol 3-phosphate(2-),C3H7O6P
glyc3p_m,sn-glycerol 3-phosphate(2-),C3H7O6P
glyc3p_x,sn-glycerol 3-phosphate(2-),C3H7O6P
glyc_R_c,D-glycerate,C3H5O4
glyc_R_m,D-glycerate,C3H5O4
glyc_S_c,glycerate,C3H5O4
glyc_S_e,glycerate,C3H5O4
glyc_c,glycerol,C3H8O3
glyc_e,glycerol,C3H8O3
glyc_m,glycerol,C3H8O3
glyclt_c,glycolate,C2H3O3
glyclt_m,glycolate,C2H3O3
glyclt_x,glycolate,C2H3O3
glygly_c,glycylglycine,C4H8N2O3
glygly_e,glycylglycine,C4H8N2O3
glygn1_c,"glycogen, structure 1 (glycogenin-11[1,4-Glc])",C1797H3267N455O892S14
glygn2_c,"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",C1797H3267N455O892S14
glygn2_e,"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",C1797H3267N455O892S14
glygn3_c,"glycogen, structure 3 (glycogenin-7[1,4-Glc])",C1773H3227N455O872S14
glygn4_e,"glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",C1749H3187N455O852S14
glygn5_e,"glycogen, structure 5 (glycogenin-2[1,4-Glc])",C1743H3177N455O847S14
glyleu_c,Glycylleucine,C8H16N2O3
glyleu_e,Glycylleucine,C8H16N2O3
glyphe_c,Glycylphenylalanine,C11H14N2O3
glyphe_e,Glycylphenylalanine,C11H14N2O3
glypro_c,Gly-Pro,C7H12N2O3
glypro_e,Gly-Pro,C7H12N2O3
glysar_c,Glycylsarcosine,C5H10N2O3
glysar_e,Glycylsarcosine,C5H10N2O3
gm1_hs_g,alpha-N-acetylneuraminosyl-(2->3)-[beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-(1->4)]-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')--N-acylsphingosine,C71H127N3O31
gm1a_hs_g,GM1alpha,C71H126N3O31
gm1b_hs_g,alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-beta-D-GalNAc-(1->4)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C71H127N3O31
gm2_hs_g,beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer(1-),C65H116N3O26
gm2a_hs_g,GM2alpha,C65H116N3O26
gm3_hs_g,alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphingosine(1-),C57H103N2O21
gmp_c,GMP(2-),C10H12N5O8P
gmp_e,GMP(2-),C10H12N5O8P
gmp_g,GMP(2-),C10H12N5O8P
gmp_l,GMP(2-),C10H12N5O8P
gmp_m,GMP(2-),C10H12N5O8P
gmp_n,GMP(2-),C10H12N5O8P
gncore1_g,"GlcNAc-alpha-1,4-Core 1",C69H113N11O45
gncore2_g,"GlcNAc-alpha-1,4-Core 2",C77H126N12O50
gp1c_hs_c,GP1c,C115H190N7O63
gp1c_hs_e,GP1c,C115H190N7O63
gp1c_hs_g,GP1c,C115H190N7O63
gp1calpha_hs_c,GP1c alpha,C115H190N7O63
gp1calpha_hs_e,GP1c alpha,C115H190N7O63
gp1calpha_hs_g,GP1c alpha,C115H190N7O63
gpail_hs_c,6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol,C47H90NO17P
gpi_hs_r,"{[PE-Man-],[PE-]Man},{PE-}Man-GlcN-acylPI",C87H168N4O42P4
gpi_prot_hs_r,"{[(Prot-PE-Man),(PE)-Man],[PE]}-Man-GlcN-acylPI",C87H168N4O42P4
gpi_sig_r,glycophosphatidylinositol (GPI) signal sequence (C-terminal peptide),X
gq1b_hs_c,GQ1b,C104H174N6O55
gq1b_hs_e,GQ1b,C104H174N6O55
gq1b_hs_g,GQ1b,C104H174N6O55
gq1balpha_hs_c,GQ1balpha,C104H174N6O55
gq1balpha_hs_e,GQ1balpha,C104H174N6O55
gq1balpha_hs_g,GQ1balpha,C104H174N6O55
gq1c_hs_g,GQ1c,C104H174N6O55
grdp_c,geranyl diphosphate(3-),C10H17O7P2
grdp_x,geranyl diphosphate(3-),C10H17O7P2
gsn_c,guanosine,C10H13N5O5
gsn_e,guanosine,C10H13N5O5
gsn_l,guanosine,C10H13N5O5
gsn_m,guanosine,C10H13N5O5
gt1a_hs_c,alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->3)-beta-Gal-(1->3)-beta-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-Gal-(1->4)-beta-Glc-(1<->1')-Cer,C93H161N5O47
gt1a_hs_e,alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->3)-beta-Gal-(1->3)-beta-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-Gal-(1->4)-beta-Glc-(1<->1')-Cer,C93H161N5O47
gt1a_hs_g,alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->3)-beta-Gal-(1->3)-beta-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-Gal-(1->4)-beta-Glc-(1<->1')-Cer,C93H161N5O47
gt1alpha_hs_g,GT1aalpha,C93H158N5O47
gt1b_hs_g,alpha-Neu5Ac-(2->3)-beta-Gal-(1->3)-beta-GalNAc-(1->4)-[alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->3)]-beta-Gal-(1->4)-beta-Glc-(1<->1')-Cer,C93H161N5O47
gt1c_hs_g,GT1c,C93H158N5O47
gt2_hs_g,GT2,C87H148N5O42
gt3_hs_c,GT3,C79H135N4O37
gt3_hs_g,GT3,C79H135N4O37
gthox_c,glutathione disulfide(2-),C20H30N6O12S2
gthox_e,glutathione disulfide(2-),C20H30N6O12S2
gthox_m,glutathione disulfide(2-),C20H30N6O12S2
gthrd_c,glutathionate(1-),C10H16N3O6S
gthrd_e,glutathionate(1-),C10H16N3O6S
gthrd_m,glutathionate(1-),C10H16N3O6S
gthrd_r,glutathionate(1-),C10H16N3O6S
gthrd_x,glutathionate(1-),C10H16N3O6S
gtp_c,GTP(4-),C10H12N5O14P3
gtp_e,GTP(4-),C10H12N5O14P3
gtp_m,GTP(4-),C10H12N5O14P3
gtp_n,GTP(4-),C10H12N5O14P3
gua_c,guanine,C5H5N5O
gua_e,guanine,C5H5N5O
gudac_c,guanidinoacetic acid,C3H7N3O2
gullac_c,"L-gulono-1,4-lactone",C6H10O6
gullac_r,"L-gulono-1,4-lactone",C6H10O6
guln_c,L-gulonate,C6H11O7
guln_r,L-gulonate,C6H11O7
gum_e,gums,C2760000H5060000O2530000
gumdchac_e,guar gum-deoxyxholic acid complex,C2760024H5060039O2530004
